nameWithOwner;name;url;stargazerCount;releases;createdAt;ageInYears
Snailclimb/JavaGuide;JavaGuide;https://github.com/Snailclimb/JavaGuide;131828;0;07/05/2018 13:27:00;4
iluwatar/java-design-patterns;java-design-patterns;https://github.com/iluwatar/java-design-patterns;80242;0;09/08/2014 16:45:18;8
MisterBooo/LeetCodeAnimation;LeetCodeAnimation;https://github.com/MisterBooo/LeetCodeAnimation;72498;0;06/12/2018 08:01:22;4
doocs/advanced-java;advanced-java;https://github.com/doocs/advanced-java;69056;1;06/10/2018 11:38:30;4
spring-projects/spring-boot;spring-boot;https://github.com/spring-projects/spring-boot;66063;163;19/10/2012 15:02:57;10
macrozheng/mall;mall;https://github.com/macrozheng/mall;64096;2;04/04/2018 01:11:44;4
elastic/elasticsearch;elasticsearch;https://github.com/elastic/elasticsearch;63004;108;08/02/2010 13:20:56;13
GrowingGit/GitHub-Chinese-Top-Charts;GitHub-Chinese-Top-Charts;https://github.com/GrowingGit/GitHub-Chinese-Top-Charts;60465;0;05/09/2019 03:01:56;3
kdn251/interviews;interviews;https://github.com/kdn251/interviews;59338;0;14/02/2017 18:19:25;6
spring-projects/spring-framework;spring-framework;https://github.com/spring-projects/spring-framework;51043;249;08/12/2010 04:04:45;12
TheAlgorithms/Java;Java;https://github.com/TheAlgorithms/Java;50677;0;16/07/2016 10:21:02;6
google/guava;guava;https://github.com/google/guava;46970;35;29/05/2014 16:23:17;8
ReactiveX/RxJava;RxJava;https://github.com/ReactiveX/RxJava;46865;231;08/01/2013 20:11:48;10
square/retrofit;retrofit;https://github.com/square/retrofit;41262;0;06/09/2010 21:39:43;12
apache/dubbo;dubbo;https://github.com/apache/dubbo;38534;76;19/06/2012 07:56:02;10
NationalSecurityAgency/ghidra;ghidra;https://github.com/NationalSecurityAgency/ghidra;37850;26;01/03/2019 03:27:48;4
PhilJay/MPAndroidChart;MPAndroidChart;https://github.com/PhilJay/MPAndroidChart;36213;44;25/04/2014 14:29:47;8
jeecgboot/jeecg-boot;jeecg-boot;https://github.com/jeecgboot/jeecg-boot;33838;25;26/11/2018 10:40:00;4
skylot/jadx;jadx;https://github.com/skylot/jadx;33682;27;18/03/2013 17:08:21;9
airbnb/lottie-android;lottie-android;https://github.com/airbnb/lottie-android;33679;44;06/10/2016 22:42:42;6
eugenp/tutorials;tutorials;https://github.com/eugenp/tutorials;33601;0;29/04/2013 18:26:36;9
bumptech/glide;glide;https://github.com/bumptech/glide;33423;44;08/07/2013 22:52:33;9
geekxh/hello-algorithm;hello-algorithm;https://github.com/geekxh/hello-algorithm;32116;0;29/05/2020 05:47:09;2
Blankj/AndroidUtilCode;AndroidUtilCode;https://github.com/Blankj/AndroidUtilCode;31936;117;30/07/2016 18:18:32;6
alibaba/arthas;arthas;https://github.com/alibaba/arthas;31920;47;29/08/2018 17:15:57;4
dbeaver/dbeaver;dbeaver;https://github.com/dbeaver/dbeaver;31003;171;21/10/2015 08:26:28;7
netty/netty;netty;https://github.com/netty/netty;30832;0;09/11/2010 09:22:21;12
zxing/zxing;zxing;https://github.com/zxing/zxing;30755;29;12/10/2011 14:07:27;11
xkcoding/spring-boot-demo;spring-boot-demo;https://github.com/xkcoding/spring-boot-demo;28941;0;10/11/2017 06:27:29;5
ityouknow/spring-boot-examples;spring-boot-examples;https://github.com/ityouknow/spring-boot-examples;28653;0;05/11/2016 05:32:33;6
apolloconfig/apollo;apollo;https://github.com/apolloconfig/apollo;27833;38;04/03/2016 10:24:23;7
alibaba/easyexcel;easyexcel;https://github.com/alibaba/easyexcel;27042;5;06/02/2018 03:14:08;5
crossoverJie/JCSprout;JCSprout;https://github.com/crossoverJie/JCSprout;26950;0;17/12/2017 09:06:50;5
alibaba/druid;druid;https://github.com/alibaba/druid;26638;48;03/11/2011 05:12:51;11
halo-dev/halo;halo;https://github.com/halo-dev/halo;26280;110;21/03/2018 12:56:52;4
SeleniumHQ/selenium;selenium;https://github.com/SeleniumHQ/selenium;26028;80;14/01/2013 21:40:56;10
qiurunze123/miaosha;miaosha;https://github.com/qiurunze123/miaosha;25764;0;14/09/2018 04:36:24;4
alibaba/nacos;nacos;https://github.com/alibaba/nacos;25683;52;15/06/2018 06:49:27;4
lenve/vhr;vhr;https://github.com/lenve/vhr;25677;0;04/01/2018 08:57:51;5
JakeWharton/butterknife;butterknife;https://github.com/JakeWharton/butterknife;25653;0;05/03/2013 08:18:59;10
dromara/hutool;hutool;https://github.com/dromara/hutool;25640;129;13/04/2014 07:23:51;8
alibaba/canal;canal;https://github.com/alibaba/canal;25216;26;13/01/2013 10:59:52;10
alibaba/fastjson;fastjson;https://github.com/alibaba/fastjson;25197;84;03/11/2011 06:58:52;11
wuyouzhuguli/SpringAll;SpringAll;https://github.com/wuyouzhuguli/SpringAll;25166;0;02/05/2018 02:48:44;4
proxyee-down-org/proxyee-down;proxyee-down;https://github.com/proxyee-down-org/proxyee-down;25102;49;25/10/2017 10:07:27;5
alibaba/spring-cloud-alibaba;spring-cloud-alibaba;https://github.com/alibaba/spring-cloud-alibaba;24994;32;01/12/2017 20:49:15;5
hollischuang/toBeTopJavaer;toBeTopJavaer;https://github.com/hollischuang/toBeTopJavaer;24436;0;25/10/2018 09:54:54;4
apache/kafka;kafka;https://github.com/apache/kafka;24380;0;15/08/2011 18:06:16;11
greenrobot/EventBus;EventBus;https://github.com/greenrobot/EventBus;24275;7;16/07/2012 16:55:40;10
scwang90/SmartRefreshLayout;SmartRefreshLayout;https://github.com/scwang90/SmartRefreshLayout;24098;10;02/06/2017 09:52:50;5
xuxueli/xxl-job;xxl-job;https://github.com/xuxueli/xxl-job;23765;31;28/11/2015 12:59:34;7
CymChad/BaseRecyclerViewAdapterHelper;BaseRecyclerViewAdapterHelper;https://github.com/CymChad/BaseRecyclerViewAdapterHelper;23441;196;10/04/2016 07:40:11;6
seata/seata;seata;https://github.com/seata/seata;23432;35;28/12/2018 08:37:22;4
signalapp/Signal-Android;Signal-Android;https://github.com/signalapp/Signal-Android;23403;0;15/12/2011 20:01:12;11
Netflix/Hystrix;Hystrix;https://github.com/Netflix/Hystrix;23251;79;19/11/2012 20:14:46;10
TeamNewPipe/NewPipe;NewPipe;https://github.com/TeamNewPipe/NewPipe;23022;124;03/09/2015 23:39:26;7
google/gson;gson;https://github.com/google/gson;21914;6;19/03/2015 18:21:20;7
DrKLO/Telegram;Telegram;https://github.com/DrKLO/Telegram;21683;79;25/10/2013 14:08:10;9
doocs/leetcode;leetcode;https://github.com/doocs/leetcode;21445;19;16/09/2018 14:03:03;4
apache/skywalking;skywalking;https://github.com/apache/skywalking;21413;55;07/11/2015 03:30:36;7
libgdx/libgdx;libgdx;https://github.com/libgdx/libgdx;21220;9;10/08/2012 19:34:38;10
apache/flink;flink;https://github.com/apache/flink;20833;0;07/06/2014 07:00:10;8
redisson/redisson;redisson;https://github.com/redisson/redisson;20759;120;11/01/2014 14:06:25;9
alibaba/Sentinel;Sentinel;https://github.com/alibaba/Sentinel;20659;23;04/04/2018 06:37:33;4
google/ExoPlayer;ExoPlayer;https://github.com/google/ExoPlayer;20497;23;13/06/2014 21:19:18;8
bazelbuild/bazel;bazel;https://github.com/bazelbuild/bazel;20426;195;12/06/2014 16:00:38;8
jenkinsci/jenkins;jenkins;https://github.com/jenkinsci/jenkins;20410;245;22/11/2010 21:21:23;12
termux/termux-app;termux-app;https://github.com/termux/termux-app;20006;89;23/10/2015 09:42:46;7
ReactiveX/RxAndroid;RxAndroid;https://github.com/ReactiveX/RxAndroid;19767;20;19/08/2014 03:46:38;8
elunez/eladmin;eladmin;https://github.com/elunez/eladmin;19420;0;14/12/2018 08:54:24;4
didi/DoKit;DoKit;https://github.com/didi/DoKit;19349;10;14/08/2018 10:32:07;4
apache/rocketmq;rocketmq;https://github.com/apache/rocketmq;18878;9;30/11/2016 08:00:08;6
EnterpriseQualityCoding/FizzBuzzEnterpriseEdition;FizzBuzzEnterpriseEdition;https://github.com/EnterpriseQualityCoding/FizzBuzzEnterpriseEdition;18722;0;24/11/2012 00:14:41;10
Baseflow/PhotoView;PhotoView;https://github.com/Baseflow/PhotoView;18455;5;17/07/2012 16:39:00;10
CarGuo/GSYVideoPlayer;GSYVideoPlayer;https://github.com/CarGuo/GSYVideoPlayer;18333;40;13/11/2016 12:34:31;6
oracle/graal;graal;https://github.com/oracle/graal;18308;32;14/01/2016 17:11:35;7
mybatis/mybatis-3;mybatis-3;https://github.com/mybatis/mybatis-3;18262;40;14/02/2013 19:03:32;10
apache/shardingsphere;shardingsphere;https://github.com/apache/shardingsphere;18073;52;18/01/2016 12:49:26;7
brettwooldridge/HikariCP;HikariCP;https://github.com/brettwooldridge/HikariCP;17948;0;08/10/2013 05:43:03;9
linlinjava/litemall;litemall;https://github.com/linlinjava/litemall;17787;8;22/03/2018 16:42:30;4
dianping/cat;cat;https://github.com/dianping/cat;17588;3;05/12/2012 02:31:48;10
Anuken/Mindustry;Mindustry;https://github.com/Anuken/Mindustry;17325;151;30/04/2017 01:24:29;5
forezp/SpringCloudLearning;SpringCloudLearning;https://github.com/forezp/SpringCloudLearning;17166;0;08/04/2017 10:06:56;5
facebook/fresco;fresco;https://github.com/facebook/fresco;16920;45;02/03/2015 09:58:04;8
nostra13/Android-Universal-Image-Loader;Android-Universal-Image-Loader;https://github.com/nostra13/Android-Universal-Image-Loader;16813;0;27/11/2011 18:48:23;11
Tencent/tinker;tinker;https://github.com/Tencent/tinker;16705;52;06/09/2016 06:57:52;6
shuzheng/zheng;zheng;https://github.com/shuzheng/zheng;16451;0;04/10/2016 10:07:06;6
yudaocode/SpringBoot-Labs;SpringBoot-Labs;https://github.com/yudaocode/SpringBoot-Labs;16266;0;12/09/2018 14:51:46;4
winterbe/java8-tutorial;java8-tutorial;https://github.com/winterbe/java8-tutorial;16196;0;16/03/2014 17:25:43;8
openzipkin/zipkin;zipkin;https://github.com/openzipkin/zipkin;16056;69;06/06/2012 18:26:16;10
iBotPeaches/Apktool;Apktool;https://github.com/iBotPeaches/Apktool;15880;16;19/03/2012 17:46:53;10
LMAX-Exchange/disruptor;disruptor;https://github.com/LMAX-Exchange/disruptor;15821;13;21/09/2012 13:42:24;10
OpenAPITools/openapi-generator;openapi-generator;https://github.com/OpenAPITools/openapi-generator;15576;53;12/05/2018 09:57:56;4
JeffLi1993/springboot-learning-example;springboot-learning-example;https://github.com/JeffLi1993/springboot-learning-example;15313;0;06/02/2017 07:02:25;6
android10/Android-CleanArchitecture;Android-CleanArchitecture;https://github.com/android10/Android-CleanArchitecture;15304;0;19/08/2014 14:09:26;8
openjdk/jdk;jdk;https://github.com/openjdk/jdk;15286;0;17/09/2018 12:29:20;4
keycloak/keycloak;keycloak;https://github.com/keycloak/keycloak;15245;33;02/07/2013 13:38:51;9
dyc87112/SpringBoot-Learning;SpringBoot-Learning;https://github.com/dyc87112/SpringBoot-Learning;15028;0;21/08/2016 03:39:06;6
Tencent/APIJSON;APIJSON;https://github.com/Tencent/APIJSON;14897;92;21/11/2016 12:03:29;6
medcl/elasticsearch-analysis-ik;elasticsearch-analysis-ik;https://github.com/medcl/elasticsearch-analysis-ik;14863;184;16/12/2011 09:01:45;11
material-components/material-components-android;material-components-android;https://github.com/material-components/material-components-android;14669;67;05/12/2016 16:11:29;6
prestodb/presto;presto;https://github.com/prestodb/presto;14530;0;09/08/2012 01:03:37;10
justauth/JustAuth;JustAuth;https://github.com/justauth/JustAuth;14503;44;31/01/2019 09:42:20;4
williamfiset/Algorithms;Algorithms;https://github.com/williamfiset/Algorithms;14473;0;18/03/2017 02:50:46;5
hdodenhof/CircleImageView;CircleImageView;https://github.com/hdodenhof/CircleImageView;14391;0;17/01/2014 16:44:46;9
android-hacker/VirtualXposed;VirtualXposed;https://github.com/android-hacker/VirtualXposed;14210;50;01/12/2017 09:00:58;5
baomidou/mybatis-plus;mybatis-plus;https://github.com/baomidou/mybatis-plus;14160;24;18/08/2016 10:06:53;6
alibaba/ARouter;ARouter;https://github.com/alibaba/ARouter;14120;16;14/12/2016 01:27:49;6
antlr/antlr4;antlr4;https://github.com/antlr/antlr4;14032;28;04/02/2010 01:36:28;13
Tencent/QMUI_Android;QMUI_Android;https://github.com/Tencent/QMUI_Android;13982;35;21/04/2017 10:03:18;5
mockito/mockito;mockito;https://github.com/mockito/mockito;13756;199;13/10/2012 20:27:12;10
Konloch/bytecode-viewer;bytecode-viewer;https://github.com/Konloch/bytecode-viewer;13573;58;14/10/2014 10:26:46;8
lgvalle/Material-Animations;Material-Animations;https://github.com/lgvalle/Material-Animations;13552;0;08/03/2015 20:54:00;8
orhanobut/logger;logger;https://github.com/orhanobut/logger;13536;16;20/03/2015 22:30:12;7
heibaiying/BigData-Notes;BigData-Notes;https://github.com/heibaiying/BigData-Notes;13526;0;10/03/2019 01:40:01;4
arduino/Arduino;Arduino;https://github.com/arduino/Arduino;13443;37;17/09/2010 19:10:36;12
eclipse-vertx/vert.x;vert.x;https://github.com/eclipse-vertx/vert.x;13438;0;17/06/2011 14:54:55;11
elastic/logstash;logstash;https://github.com/elastic/logstash;13322;108;18/11/2010 01:31:50;12
apache/hadoop;hadoop;https://github.com/apache/hadoop;13321;0;28/08/2014 07:00:08;8
ben-manes/caffeine;caffeine;https://github.com/ben-manes/caffeine;13277;65;13/12/2014 08:45:11;8
thingsboard/thingsboard;thingsboard;https://github.com/thingsboard/thingsboard;13273;53;01/12/2016 09:33:30;6
Bigkoo/Android-PickerView;Android-PickerView;https://github.com/Bigkoo/Android-PickerView;13259;0;28/12/2014 01:46:38;8
zhisheng17/flink-learning;flink-learning;https://github.com/zhisheng17/flink-learning;13251;0;01/01/2019 07:38:28;4
Curzibn/Luban;Luban;https://github.com/Curzibn/Luban;13198;6;24/07/2016 07:43:21;6
google/tink;tink;https://github.com/google/tink;13049;21;06/06/2014 16:21:09;8
alibaba/DataX;DataX;https://github.com/alibaba/DataX;13046;3;18/01/2018 10:09:47;5
lionsoul2014/ip2region;ip2region;https://github.com/lionsoul2014/ip2region;12983;0;02/11/2015 00:43:13;7
JessYanCoding/AndroidAutoSize;AndroidAutoSize;https://github.com/JessYanCoding/AndroidAutoSize;12882;14;17/08/2018 09:04:19;4
deeplearning4j/deeplearning4j;deeplearning4j;https://github.com/deeplearning4j/deeplearning4j;12815;0;27/11/2013 02:03:28;9
Grasscutters/Grasscutter;Grasscutter;https://github.com/Grasscutters/Grasscutter;12722;6;17/04/2022 12:43:46;0
pinpoint-apm/pinpoint;pinpoint;https://github.com/pinpoint-apm/pinpoint;12643;52;20/10/2014 09:27:22;8
facebook/stetho;stetho;https://github.com/facebook/stetho;12623;13;22/01/2015 22:34:10;8
GoogleContainerTools/jib;jib;https://github.com/GoogleContainerTools/jib;12595;145;22/01/2018 18:30:43;5
