nameWithOwner;name;url;stargazerCount;releases;createdAt;ageInYears
janishar/android-mvp-architecture;android-mvp-architecture;https://github.com/janishar/android-mvp-architecture;4419;0;27/01/2017 08:39:06;6
ronmamo/reflections;reflections;https://github.com/ronmamo/reflections;4419;3;16/04/2013 16:19:26;9
javagrowing/JGrowing;JGrowing;https://github.com/javagrowing/JGrowing;4413;0;26/02/2019 01:55:08;4
Netflix/ribbon;ribbon;https://github.com/Netflix/ribbon;4397;41;15/01/2013 01:08:04;10
apache/ignite;ignite;https://github.com/apache/ignite;4394;0;19/02/2015 08:00:05;8
TeamAmaze/AmazeFileManager;AmazeFileManager;https://github.com/TeamAmaze/AmazeFileManager;4379;65;14/07/2014 19:47:53;8
apache/rocketmq-externals;rocketmq-externals;https://github.com/apache/rocketmq-externals;4375;0;14/03/2017 07:00:06;6
yasserg/crawler4j;crawler4j;https://github.com/yasserg/crawler4j;4368;3;31/12/2011 22:49:18;11
obsidiandynamics/kafdrop;kafdrop;https://github.com/obsidiandynamics/kafdrop;4363;44;27/05/2019 08:46:56;3
citerus/dddsample-core;dddsample-core;https://github.com/citerus/dddsample-core;4362;0;31/01/2015 23:21:37;8
CellularPrivacy/Android-IMSI-Catcher-Detector;Android-IMSI-Catcher-Detector;https://github.com/CellularPrivacy/Android-IMSI-Catcher-Detector;4360;48;23/11/2013 10:04:14;9
Exrick/xpay;xpay;https://github.com/Exrick/xpay;4347;0;12/12/2017 16:11:19;5
Ashok-Varma/BottomNavigation;BottomNavigation;https://github.com/Ashok-Varma/BottomNavigation;4341;16;19/03/2016 19:19:30;6
Tencent/GT;GT;https://github.com/Tencent/GT;4333;3;13/01/2016 10:29:55;7
awangdev/leet-code;leet-code;https://github.com/awangdev/leet-code;4328;0;25/04/2015 19:14:09;7
j-easy/easy-rules;easy-rules;https://github.com/j-easy/easy-rules;4323;10;10/03/2013 14:38:26;10
mcxiaoke/android-volley;android-volley;https://github.com/mcxiaoke/android-volley;4313;0;21/05/2013 05:35:26;9
robinhood/ticker;ticker;https://github.com/robinhood/ticker;4310;9;15/07/2016 21:37:52;6
Javen205/IJPay;IJPay;https://github.com/Javen205/IJPay;4308;24;02/05/2017 03:15:32;5
bingoogolapple/BGARefreshLayout-Android;BGARefreshLayout-Android;https://github.com/bingoogolapple/BGARefreshLayout-Android;4296;4;28/05/2015 16:17:00;7
Meituan-Dianping/Robust;Robust;https://github.com/Meituan-Dianping/Robust;4296;13;14/03/2017 10:14:50;6
aporter/coursera-android;coursera-android;https://github.com/aporter/coursera-android;4281;0;05/01/2014 09:55:31;9
cjlin1/libsvm;libsvm;https://github.com/cjlin1/libsvm;4280;0;10/09/2013 14:32:07;9
airbnb/DeepLinkDispatch;DeepLinkDispatch;https://github.com/airbnb/DeepLinkDispatch;4269;22;11/06/2015 21:16:48;7
tuguangquan/mybatis;mybatis;https://github.com/tuguangquan/mybatis;4267;0;03/11/2014 04:51:06;8
jeasonlzy/ImagePicker;ImagePicker;https://github.com/jeasonlzy/ImagePicker;4263;5;27/01/2016 17:05:03;7
Heeexy/SpringBoot-Shiro-Vue;SpringBoot-Shiro-Vue;https://github.com/Heeexy/SpringBoot-Shiro-Vue;4260;0;17/11/2017 18:49:06;5
bisq-network/bisq;bisq;https://github.com/bisq-network/bisq;4257;130;12/03/2014 09:42:29;9
vespa-engine/vespa;vespa;https://github.com/vespa-engine/vespa;4248;65;03/06/2016 20:54:20;6
azkaban/azkaban;azkaban;https://github.com/azkaban/azkaban;4226;48;18/10/2012 01:34:53;10
xuexiangjys/XUI;XUI;https://github.com/xuexiangjys/XUI;4224;22;07/01/2019 07:59:02;4
grantland/android-autofittextview;android-autofittextview;https://github.com/grantland/android-autofittextview;4222;1;14/02/2011 06:00:52;12
stleary/JSON-java;JSON-java;https://github.com/stleary/JSON-java;4219;17;21/12/2010 17:46:09;12
JSQLParser/JSqlParser;JSqlParser;https://github.com/JSQLParser/JSqlParser;4217;30;23/06/2011 22:51:52;11
rstudio/rstudio;rstudio;https://github.com/rstudio/rstudio;4211;0;07/12/2010 19:10:25;12
react-native-webrtc/react-native-webrtc;react-native-webrtc;https://github.com/react-native-webrtc/react-native-webrtc;4201;60;27/09/2015 10:57:30;7
phishman3579/java-algorithms-implementation;java-algorithms-implementation;https://github.com/phishman3579/java-algorithms-implementation;4199;0;20/11/2013 03:30:19;9
ChadCSong/ShineButton;ShineButton;https://github.com/ChadCSong/ShineButton;4197;2;05/07/2016 06:32:26;6
pmd/pmd;pmd;https://github.com/pmd/pmd;4193;85;11/07/2012 18:03:00;10
jeecgboot/JimuReport;JimuReport;https://github.com/jeecgboot/JimuReport;4192;5;05/12/2019 12:25:59;3
codingapi/tx-lcn;tx-lcn;https://github.com/codingapi/tx-lcn;4189;14;11/11/2017 03:34:34;5
spring-projects/spring-authorization-server;spring-authorization-server;https://github.com/spring-projects/spring-authorization-server;4187;23;17/03/2020 17:28:57;2
querydsl/querydsl;querydsl;https://github.com/querydsl/querydsl;4175;34;05/08/2011 06:46:32;11
chewiebug/GCViewer;GCViewer;https://github.com/chewiebug/GCViewer;4174;5;23/10/2011 09:01:04;11
Jacksgong/JKeyboardPanelSwitch;JKeyboardPanelSwitch;https://github.com/Jacksgong/JKeyboardPanelSwitch;4170;14;01/07/2015 17:42:01;7
getActivity/XXPermissions;XXPermissions;https://github.com/getActivity/XXPermissions;4164;53;15/06/2018 14:31:29;4
line/armeria;armeria;https://github.com/line/armeria;4163;213;16/11/2015 04:04:01;7
hugeterry/CoordinatorTabLayout;CoordinatorTabLayout;https://github.com/hugeterry/CoordinatorTabLayout;4155;0;27/01/2017 13:40:28;6
remkop/picocli;picocli;https://github.com/remkop/picocli;4153;80;01/02/2017 16:38:41;6
objectbox/objectbox-java;objectbox-java;https://github.com/objectbox/objectbox-java;4151;35;24/01/2017 10:29:48;6
bjmashibing/InternetArchitect;InternetArchitect;https://github.com/bjmashibing/InternetArchitect;4141;0;19/10/2019 16:32:01;3
StarRocks/starrocks;starrocks;https://github.com/StarRocks/starrocks;4140;55;04/09/2021 02:29:35;1
bingoogolapple/BGABanner-Android;BGABanner-Android;https://github.com/bingoogolapple/BGABanner-Android;4140;0;25/10/2014 17:15:18;8
dreamhead/moco;moco;https://github.com/dreamhead/moco;4136;0;18/10/2012 09:09:51;10
JZ-Darkal/AndroidHttpCapture;AndroidHttpCapture;https://github.com/JZ-Darkal/AndroidHttpCapture;4132;1;15/10/2016 19:48:00;6
LWJGL/lwjgl3;lwjgl3;https://github.com/LWJGL/lwjgl3;4130;16;23/12/2012 15:40:04;10
ongakuer/CircleIndicator;CircleIndicator;https://github.com/ongakuer/CircleIndicator;4129;7;30/07/2014 14:02:56;8
ThirtyDegreesRay/OpenHub;OpenHub;https://github.com/ThirtyDegreesRay/OpenHub;4128;31;11/07/2017 13:29:51;5
CalebFenton/simplify;simplify;https://github.com/CalebFenton/simplify;4127;9;16/01/2014 05:14:02;9
pedrovgs/AndroidWiFiADB;AndroidWiFiADB;https://github.com/pedrovgs/AndroidWiFiADB;4123;8;18/10/2015 21:58:45;7
baoyachi/StepView;StepView;https://github.com/baoyachi/StepView;4114;13;22/06/2016 03:52:08;6
brianway/java-learning;java-learning;https://github.com/brianway/java-learning;4100;0;09/02/2016 05:20:58;7
alibaba/Tangram-Android;Tangram-Android;https://github.com/alibaba/Tangram-Android;4096;38;29/03/2017 13:29:57;5
tiann/epic;epic;https://github.com/tiann/epic;4070;5;22/05/2017 02:52:44;5
runelite/runelite;runelite;https://github.com/runelite/runelite;4069;0;30/04/2016 20:48:02;6
mock-server/mockserver;mockserver;https://github.com/mock-server/mockserver;4069;0;26/02/2013 06:09:52;10
yhaolpz/FloatWindow;FloatWindow;https://github.com/yhaolpz/FloatWindow;4066;9;14/11/2017 14:33:55;5
bytedeco/javacpp;javacpp;https://github.com/bytedeco/javacpp;4065;9;21/04/2014 12:47:21;8
dinuscxj/LoadingDrawable;LoadingDrawable;https://github.com/dinuscxj/LoadingDrawable;4061;0;16/04/2016 07:33:57;6
Fuzion24/JustTrustMe;JustTrustMe;https://github.com/Fuzion24/JustTrustMe;4059;1;24/07/2014 23:45:05;8
apache/shiro;shiro;https://github.com/apache/shiro;4057;0;29/08/2009 08:00:17;13
graphhopper/graphhopper;graphhopper;https://github.com/graphhopper/graphhopper;4056;40;18/02/2012 19:57:38;11
rubensousa/ViewPagerCards;ViewPagerCards;https://github.com/rubensousa/ViewPagerCards;4054;0;20/08/2016 15:24:12;6
Yalantis/Phoenix;Phoenix;https://github.com/Yalantis/Phoenix;4041;1;12/01/2015 14:11:20;8
hussien89aa/AndroidTutorialForBeginners;AndroidTutorialForBeginners;https://github.com/hussien89aa/AndroidTutorialForBeginners;4037;0;26/09/2016 16:36:28;6
Freeyourgadget/Gadgetbridge;Gadgetbridge;https://github.com/Freeyourgadget/Gadgetbridge;4035;0;05/01/2015 23:19:03;8
RedSpider1/concurrent;concurrent;https://github.com/RedSpider1/concurrent;4023;0;03/11/2018 13:49:36;4
Manabu-GT/ExpandableTextView;ExpandableTextView;https://github.com/Manabu-GT/ExpandableTextView;4021;4;17/05/2014 19:40:15;8
DiUS/java-faker;java-faker;https://github.com/DiUS/java-faker;4021;0;06/06/2011 01:01:21;11
makovkastar/FloatingActionButton;FloatingActionButton;https://github.com/makovkastar/FloatingActionButton;4018;0;22/07/2014 13:29:55;8
BoltsFramework/Bolts-Android;Bolts-Android;https://github.com/BoltsFramework/Bolts-Android;4013;11;30/01/2014 04:58:14;9
apache/iceberg;iceberg;https://github.com/apache/iceberg;3998;9;19/11/2018 16:26:46;4
apache/hudi;hudi;https://github.com/apache/hudi;3998;21;14/12/2016 15:53:41;6
qstumn/BadgeView;BadgeView;https://github.com/qstumn/BadgeView;3992;5;08/02/2017 02:01:39;6
eirslett/frontend-maven-plugin;frontend-maven-plugin;https://github.com/eirslett/frontend-maven-plugin;3984;0;30/08/2013 14:44:38;9
powermock/powermock;powermock;https://github.com/powermock/powermock;3983;16;28/05/2014 07:53:53;8
zlt2000/microservices-platform;microservices-platform;https://github.com/zlt2000/microservices-platform;3980;29;07/03/2019 07:13:37;4
traccar/traccar;traccar;https://github.com/traccar/traccar;3978;42;16/04/2012 08:33:49;10
dromara/hmily;hmily;https://github.com/dromara/hmily;3970;0;28/09/2017 06:29:01;5
luckybilly/CC;CC;https://github.com/luckybilly/CC;3969;0;23/11/2017 16:26:33;5
alibaba/QLExpress;QLExpress;https://github.com/alibaba/QLExpress;3969;2;15/03/2017 08:39:54;5
rengwuxian/RxJavaSamples;RxJavaSamples;https://github.com/rengwuxian/RxJavaSamples;3963;3;24/03/2016 13:08:10;6
oblac/jodd;jodd;https://github.com/oblac/jodd;3962;37;07/09/2012 20:26:48;10
lcodecorex/TwinklingRefreshLayout;TwinklingRefreshLayout;https://github.com/lcodecorex/TwinklingRefreshLayout;3960;0;02/03/2016 12:11:56;7
saysky/ForestBlog;ForestBlog;https://github.com/saysky/ForestBlog;3959;0;08/10/2017 15:27:47;5
killbill/killbill;killbill;https://github.com/killbill/killbill;3949;137;21/10/2012 20:55:05;10
xcltapestry/XCL-Charts;XCL-Charts;https://github.com/xcltapestry/XCL-Charts;3948;0;09/06/2014 15:44:50;8
alibaba/jstorm;jstorm;https://github.com/alibaba/jstorm;3939;22;03/09/2013 03:53:16;9
mik3y/usb-serial-for-android;usb-serial-for-android;https://github.com/mik3y/usb-serial-for-android;3938;24;30/06/2013 23:17:45;9
oldmanpushcart/greys-anatomy;greys-anatomy;https://github.com/oldmanpushcart/greys-anatomy;3924;0;21/11/2012 19:39:35;10
spring-cloud/spring-cloud-gateway;spring-cloud-gateway;https://github.com/spring-cloud/spring-cloud-gateway;3924;1;16/11/2016 21:42:51;6
orhanobut/hawk;hawk;https://github.com/orhanobut/hawk;3921;22;19/02/2015 22:25:23;8
Piasy/BigImageViewer;BigImageViewer;https://github.com/Piasy/BigImageViewer;3915;0;06/11/2016 09:55:02;6
JoanZapata/android-iconify;android-iconify;https://github.com/JoanZapata/android-iconify;3910;0;12/06/2013 11:42:01;9
baomidou/dynamic-datasource-spring-boot-starter;dynamic-datasource-spring-boot-starter;https://github.com/baomidou/dynamic-datasource-spring-boot-starter;3905;10;28/04/2018 02:32:16;4
CaffeineMC/sodium-fabric;sodium-fabric;https://github.com/CaffeineMC/sodium-fabric;3902;19;01/02/2020 03:04:09;3
failsafe-lib/failsafe;failsafe;https://github.com/failsafe-lib/failsafe;3899;0;30/06/2015 00:56:39;7
PojavLauncherTeam/PojavLauncher;PojavLauncher;https://github.com/PojavLauncherTeam/PojavLauncher;3883;123;11/03/2020 03:22:54;3
bluelinelabs/Conductor;Conductor;https://github.com/bluelinelabs/Conductor;3873;21;16/03/2016 18:42:41;6
microsoft/malmo;malmo;https://github.com/microsoft/malmo;3865;21;17/05/2016 14:58:40;6
dragonwell-project/dragonwell8;dragonwell8;https://github.com/dragonwell-project/dragonwell8;3857;22;07/03/2019 02:57:45;4
aurelhubert/ahbottomnavigation;ahbottomnavigation;https://github.com/aurelhubert/ahbottomnavigation;3855;14;17/03/2016 12:17:56;6
pqpo/SmartCropper;SmartCropper;https://github.com/pqpo/SmartCropper;3845;13;03/08/2017 11:08:41;5
databricks/learning-spark;learning-spark;https://github.com/databricks/learning-spark;3837;0;16/06/2014 04:47:54;8
code4craft/tiny-spring;tiny-spring;https://github.com/code4craft/tiny-spring;3835;0;10/01/2014 16:37:57;9
jagrosh/MusicBot;MusicBot;https://github.com/jagrosh/MusicBot;3829;34;14/08/2016 18:46:29;6
micrometer-metrics/micrometer;micrometer;https://github.com/micrometer-metrics/micrometer;3825;177;10/04/2017 21:36:51;5
jitsi/jitsi;jitsi;https://github.com/jitsi/jitsi;3824;7;24/04/2013 17:37:20;9
mybatis/spring-boot-starter;spring-boot-starter;https://github.com/mybatis/spring-boot-starter;3823;26;25/09/2015 13:05:15;7
oracle/opengrok;opengrok;https://github.com/oracle/opengrok;3819;214;07/01/2013 11:49:18;10
MiguelCatalan/MaterialSearchView;MaterialSearchView;https://github.com/MiguelCatalan/MaterialSearchView;3819;6;14/09/2015 17:13:46;7
alibaba/jetcache;jetcache;https://github.com/alibaba/jetcache;3815;62;12/04/2017 07:48:23;5
zzhoujay/RichText;RichText;https://github.com/zzhoujay/RichText;3803;0;21/07/2015 09:36:01;7
981011512/--;--;https://github.com/981011512/--;3801;0;18/06/2020 22:47:21;2
roboguice/roboguice;roboguice;https://github.com/roboguice/roboguice;3794;0;12/08/2012 20:37:19;10
google/open-location-code;open-location-code;https://github.com/google/open-location-code;3788;5;30/09/2014 18:26:35;8
GeyserMC/Geyser;Geyser;https://github.com/GeyserMC/Geyser;3786;0;08/07/2019 17:23:17;3
binIoter/GuideView;GuideView;https://github.com/binIoter/GuideView;3785;0;19/06/2016 08:52:25;6
jboss-javassist/javassist;javassist;https://github.com/jboss-javassist/javassist;3779;21;24/05/2013 08:31:32;9
fuzhengwei/small-spring;small-spring;https://github.com/fuzhengwei/small-spring;3775;0;15/05/2021 06:07:28;1
timehop/sticky-headers-recyclerview;sticky-headers-recyclerview;https://github.com/timehop/sticky-headers-recyclerview;3750;0;03/10/2014 01:57:46;8
lzyzsd/CircleProgress;CircleProgress;https://github.com/lzyzsd/CircleProgress;3749;0;30/10/2014 16:14:42;8
will-che/flink-recommandSystem-demo;flink-recommandSystem-demo;https://github.com/will-che/flink-recommandSystem-demo;3741;0;15/05/2019 07:55:35;3
liquibase/liquibase;liquibase;https://github.com/liquibase/liquibase;3741;83;08/07/2011 20:08:20;11
NekoX-Dev/NekoX;NekoX;https://github.com/NekoX-Dev/NekoX;3738;186;02/04/2020 14:13:25;2
youlookwhat/DesignPattern;DesignPattern;https://github.com/youlookwhat/DesignPattern;3734;0;21/10/2016 10:59:32;6
CatVodTVOfficial/TVBoxOSC;TVBoxOSC;https://github.com/CatVodTVOfficial/TVBoxOSC;3726;0;23/06/2022 00:40:29;0
amirzaidi/Launcher3;Launcher3;https://github.com/amirzaidi/Launcher3;3724;22;30/05/2017 12:53:32;5
willowtreeapps/spruce-android;spruce-android;https://github.com/willowtreeapps/spruce-android;3715;3;23/02/2017 20:34:18;6
apache/calcite;calcite;https://github.com/apache/calcite;3714;0;25/06/2014 07:00:07;8
sunfusheng/MarqueeView;MarqueeView;https://github.com/sunfusheng/MarqueeView;3713;0;01/06/2016 06:50:46;6
lygttpod/SuperTextView;SuperTextView;https://github.com/lygttpod/SuperTextView;3713;39;19/10/2016 04:06:54;6
opengoofy/hippo4j;hippo4j;https://github.com/opengoofy/hippo4j;3711;17;16/06/2021 02:59:48;1
yanzhenjie/NoHttp;NoHttp;https://github.com/yanzhenjie/NoHttp;3711;0;29/07/2015 06:11:12;7
strimzi/strimzi-kafka-operator;strimzi-kafka-operator;https://github.com/strimzi/strimzi-kafka-operator;3708;114;06/05/2016 08:52:33;6
NotFound9/interviewGuide;interviewGuide;https://github.com/NotFound9/interviewGuide;3701;0;20/04/2016 07:17:09;6
mercyblitz/tech-weekly;tech-weekly;https://github.com/mercyblitz/tech-weekly;3692;0;03/12/2018 03:10:52;4
rovo89/XposedInstaller;XposedInstaller;https://github.com/rovo89/XposedInstaller;3685;0;02/04/2012 20:33:05;10
ververica/flink-cdc-connectors;flink-cdc-connectors;https://github.com/ververica/flink-cdc-connectors;3677;11;27/07/2020 19:23:33;2
andOTP/andOTP;andOTP;https://github.com/andOTP/andOTP;3675;38;05/07/2017 11:39:52;5
yangfuhai/ASimpleCache;ASimpleCache;https://github.com/yangfuhai/ASimpleCache;3668;0;28/07/2013 13:50:59;9
PhilippC/keepass2android;keepass2android;https://github.com/PhilippC/keepass2android;3667;22;20/09/2017 18:42:02;5
201206030/novel;novel;https://github.com/201206030/novel;3667;8;11/11/2019 01:13:52;3
apache/nifi;nifi;https://github.com/apache/nifi;3664;0;12/12/2014 08:00:05;8
sofastack/sofa-rpc;sofa-rpc;https://github.com/sofastack/sofa-rpc;3664;52;09/04/2018 03:32:04;4
linyiqun/DataMiningAlgorithm;DataMiningAlgorithm;https://github.com/linyiqun/DataMiningAlgorithm;3661;0;11/01/2015 02:50:28;8
jetlinks/jetlinks-community;jetlinks-community;https://github.com/jetlinks/jetlinks-community;3659;16;02/01/2020 07:27:34;3
ryanhoo/StylishMusicPlayer;StylishMusicPlayer;https://github.com/ryanhoo/StylishMusicPlayer;3656;0;13/09/2016 14:38:32;6
qunarcorp/bistoury;bistoury;https://github.com/qunarcorp/bistoury;3651;8;01/08/2019 07:54:25;3
apache/incubator-heron;incubator-heron;https://github.com/apache/incubator-heron;3649;56;25/09/2015 16:09:24;7
h2database/h2database;h2database;https://github.com/h2database/h2database;3638;18;10/04/2015 19:09:09;7
knowm/XChange;XChange;https://github.com/knowm/XChange;3633;0;02/02/2012 10:48:28;11
crate/crate;crate;https://github.com/crate/crate;3631;59;10/04/2013 09:17:16;9
litesuits/android-common;android-common;https://github.com/litesuits/android-common;3627;0;29/05/2014 08:08:00;8
oshi/oshi;oshi;https://github.com/oshi/oshi;3625;138;10/02/2012 12:46:48;11
Exrick/xboot;xboot;https://github.com/Exrick/xboot;3624;6;23/04/2018 14:44:18;4
tianshiyeben/wgcloud;wgcloud;https://github.com/tianshiyeben/wgcloud;3624;17;15/01/2019 02:02:21;4
Ereza/CustomActivityOnCrash;CustomActivityOnCrash;https://github.com/Ereza/CustomActivityOnCrash;3622;12;04/07/2014 19:46:21;8
mpusher/mpush;mpush;https://github.com/mpusher/mpush;3620;9;28/04/2016 01:43:19;6
jindrapetrik/jpexs-decompiler;jpexs-decompiler;https://github.com/jindrapetrik/jpexs-decompiler;3613;146;10/05/2014 17:20:56;8
CameraKit/blurkit-android;blurkit-android;https://github.com/CameraKit/blurkit-android;3610;3;06/11/2016 03:14:58;6
google/rejoiner;rejoiner;https://github.com/google/rejoiner;3608;3;06/12/2017 19:09:53;5
rockerhieu/emojicon;emojicon;https://github.com/rockerhieu/emojicon;3607;2;18/01/2014 12:32:38;9
Atmosphere/atmosphere;atmosphere;https://github.com/Atmosphere/atmosphere;3607;0;30/06/2010 14:26:23;12
tyrantgit/ExplosionField;ExplosionField;https://github.com/tyrantgit/ExplosionField;3589;0;23/09/2015 11:34:50;7
stfalcon-studio/ChatKit;ChatKit;https://github.com/stfalcon-studio/ChatKit;3589;1;02/02/2017 09:37:15;6
ant-media/Ant-Media-Server;Ant-Media-Server;https://github.com/ant-media/Ant-Media-Server;3588;43;01/03/2017 08:21:13;6
osmandapp/OsmAnd;OsmAnd;https://github.com/osmandapp/OsmAnd;3587;1;15/01/2011 19:59:44;12
rubenlagus/TelegramBots;TelegramBots;https://github.com/rubenlagus/TelegramBots;3586;77;14/01/2016 00:13:07;7
stylefeng/Guns;Guns;https://github.com/stylefeng/Guns;3584;0;06/07/2017 05:19:54;5
zendesk/maxwell;maxwell;https://github.com/zendesk/maxwell;3582;198;09/02/2015 22:06:13;8
kikoso/android-stackblur;android-stackblur;https://github.com/kikoso/android-stackblur;3582;0;15/08/2013 14:44:32;9
dongjunkun/DropDownMenu;DropDownMenu;https://github.com/dongjunkun/DropDownMenu;3581;2;23/06/2015 07:43:56;7
johncarl81/parceler;parceler;https://github.com/johncarl81/parceler;3572;0;03/07/2013 02:53:01;9
ddd-by-examples/library;library;https://github.com/ddd-by-examples/library;3567;0;11/01/2019 09:14:03;4
promeG/TinyPinyin;TinyPinyin;https://github.com/promeG/TinyPinyin;3567;2;30/09/2015 03:24:50;7
DV8FromTheWorld/JDA;JDA;https://github.com/DV8FromTheWorld/JDA;3560;69;12/12/2015 13:57:32;7
JeremyLiao/LiveEventBus;LiveEventBus;https://github.com/JeremyLiao/LiveEventBus;3559;0;11/07/2018 07:36:59;4
nytimes/Store;Store;https://github.com/nytimes/Store;3557;0;29/11/2016 20:17:11;6
JavaNoober/BackgroundLibrary;BackgroundLibrary;https://github.com/JavaNoober/BackgroundLibrary;3554;13;09/09/2018 08:52:45;4
jacoco/jacoco;jacoco;https://github.com/jacoco/jacoco;3551;44;08/07/2012 21:45:13;10
ethanhua/Skeleton;Skeleton;https://github.com/ethanhua/Skeleton;3550;0;30/07/2017 06:42:39;5
jbloch/effective-java-3e-source-code;effective-java-3e-source-code;https://github.com/jbloch/effective-java-3e-source-code;3546;0;03/08/2018 20:48:35;4
fishercoder1534/Leetcode;Leetcode;https://github.com/fishercoder1534/Leetcode;3544;0;31/07/2016 05:28:15;6
lsjwzh/RecyclerViewPager;RecyclerViewPager;https://github.com/lsjwzh/RecyclerViewPager;3544;10;17/01/2015 18:30:34;8
wendux/DSBridge-Android;DSBridge-Android;https://github.com/wendux/DSBridge-Android;3543;2;02/01/2017 11:58:53;6
luontola/retrolambda;retrolambda;https://github.com/luontola/retrolambda;3542;0;20/07/2013 07:25:22;9
arimorty/floatingsearchview;floatingsearchview;https://github.com/arimorty/floatingsearchview;3536;0;22/11/2015 02:38:32;7
mcxtzhang/SwipeDelMenuLayout;SwipeDelMenuLayout;https://github.com/mcxtzhang/SwipeDelMenuLayout;3529;2;25/08/2016 08:10:45;6
killme2008/aviatorscript;aviatorscript;https://github.com/killme2008/aviatorscript;3528;49;29/03/2011 12:48:47;11
apache/maven;maven;https://github.com/apache/maven;3526;5;21/05/2009 03:22:03;13
JakeWharton/ThreeTenABP;ThreeTenABP;https://github.com/JakeWharton/ThreeTenABP;3525;0;03/07/2015 17:35:09;7
bilibili/MagicaSakura;MagicaSakura;https://github.com/bilibili/MagicaSakura;3524;3;23/06/2016 07:54:59;6
liuyubobobo/Play-with-Algorithms;Play-with-Algorithms;https://github.com/liuyubobobo/Play-with-Algorithms;3519;0;05/07/2016 18:16:22;6
davideas/FlexibleAdapter;FlexibleAdapter;https://github.com/davideas/FlexibleAdapter;3517;30;02/05/2015 22:00:43;7
jeequan/jeepay;jeepay;https://github.com/jeequan/jeepay;3515;0;12/08/2017 02:40:32;5
eclipse/jetty.project;jetty.project;https://github.com/eclipse/jetty.project;3515;61;14/07/2011 01:11:57;11
baoyongzhang/SwipeMenuListView;SwipeMenuListView;https://github.com/baoyongzhang/SwipeMenuListView;3514;2;24/08/2014 15:40:45;8
dropbox/hackpad;hackpad;https://github.com/dropbox/hackpad;3503;0;14/08/2015 02:32:17;7
nayuki/QR-Code-generator;QR-Code-generator;https://github.com/nayuki/QR-Code-generator;3498;3;15/04/2016 02:19:41;6
DTStack/chunjun;chunjun;https://github.com/DTStack/chunjun;3495;30;03/04/2018 12:44:58;4
andremion/Music-Player;Music-Player;https://github.com/andremion/Music-Player;3493;2;06/05/2016 21:55:37;6
codeestX/GeekNews;GeekNews;https://github.com/codeestX/GeekNews;3490;0;07/08/2016 14:56:56;6
MovingBlocks/Terasology;Terasology;https://github.com/MovingBlocks/Terasology;3478;69;04/03/2011 03:49:19;12
lisawray/groupie;groupie;https://github.com/lisawray/groupie;3478;28;01/09/2016 20:59:35;6
linkedin/databus;databus;https://github.com/linkedin/databus;3475;0;17/12/2012 17:49:17;10
WVector/AppUpdate;AppUpdate;https://github.com/WVector/AppUpdate;3474;3;19/06/2017 09:38:42;5
code4craft/netty-learning;netty-learning;https://github.com/code4craft/netty-learning;3471;0;19/09/2013 02:24:25;9
networknt/light-4j;light-4j;https://github.com/networknt/light-4j;3471;159;09/09/2016 22:28:14;6
gz-yami/mall4j;mall4j;https://github.com/gz-yami/mall4j;3471;1;04/07/2019 06:42:57;3
xcc3641/SeeWeather;SeeWeather;https://github.com/xcc3641/SeeWeather;3465;2;20/02/2016 13:10:14;7
ikarus23/MifareClassicTool;MifareClassicTool;https://github.com/ikarus23/MifareClassicTool;3451;2;12/02/2013 15:39:03;10
openhab/openhab1-addons;openhab1-addons;https://github.com/openhab/openhab1-addons;3451;14;20/09/2013 20:28:43;9
zq2599/blog_demos;blog_demos;https://github.com/zq2599/blog_demos;3443;0;09/04/2017 04:51:56;5
apache/kylin;kylin;https://github.com/apache/kylin;3440;0;03/01/2015 08:00:05;8
googlemaps/android-maps-utils;android-maps-utils;https://github.com/googlemaps/android-maps-utils;3432;32;17/05/2013 00:08:48;9
guolindev/giffun;giffun;https://github.com/guolindev/giffun;3428;0;28/01/2019 05:11:00;4
lilishop/lilishop;lilishop;https://github.com/lilishop/lilishop;3424;3;14/05/2021 01:28:51;1
google/data-transfer-project;data-transfer-project;https://github.com/google/data-transfer-project;3422;55;04/01/2018 21:27:57;5
crossoverJie/SSM;SSM;https://github.com/crossoverJie/SSM;3421;10;21/06/2016 10:09:02;6
KunMinX/Linkage-RecyclerView;Linkage-RecyclerView;https://github.com/KunMinX/Linkage-RecyclerView;3421;0;22/04/2019 04:39:46;3
yigit/android-priority-jobqueue;android-priority-jobqueue;https://github.com/yigit/android-priority-jobqueue;3410;0;20/06/2014 00:12:45;8
avast/android-butterknife-zelezny;android-butterknife-zelezny;https://github.com/avast/android-butterknife-zelezny;3405;8;23/12/2013 14:24:08;9
ZhongFuCheng3y/austin;austin;https://github.com/ZhongFuCheng3y/austin;3398;0;06/11/2021 09:36:01;1
sherxon/AlgoDS;AlgoDS;https://github.com/sherxon/AlgoDS;3389;0;16/12/2016 17:01:22;6
alamkanak/Android-Week-View;Android-Week-View;https://github.com/alamkanak/Android-Week-View;3388;4;17/09/2014 10:07:12;8
vert-x3/vertx-examples;vertx-examples;https://github.com/vert-x3/vertx-examples;3386;0;24/02/2015 17:42:44;8
ittianyu/BottomNavigationViewEx;BottomNavigationViewEx;https://github.com/ittianyu/BottomNavigationViewEx;3370;19;12/11/2016 08:39:38;6
hmkcode/Android;Android;https://github.com/hmkcode/Android;3358;0;02/09/2013 16:12:28;9
abel533/MyBatis-Spring-Boot;MyBatis-Spring-Boot;https://github.com/abel533/MyBatis-Spring-Boot;3358;0;19/12/2015 09:57:22;7
